Year,Cluster,Indicator,Attribute,Value,Province,Area Council
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,North Efate
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Mele
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Tanvasoko
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Ifira
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Pango
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Erakor
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Eratap
2025,Shelter,Household Roof Material,concrete,5.00E+05,Shefa,Eton
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,North Erromango
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,South Erromango
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,Aniwa
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,North Tanna
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,West Tanna
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,Middle Bush Tanna
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,South West Tanna
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,Whitesands
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,South Tanna
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,Futuna
2025,Shelter,Household Roof Material,concrete,5.00E+05,Tafea,Aneityum
2025,Shelter,Household Roof Material,metal,150000,Torba,Torres
2025,Shelter,Household Roof Material,metal,150000,Torba,Ureparapara
2025,Shelter,Household Roof Material,metal,150000,Torba,Motalava
2025,Shelter,Household Roof Material,metal,150000,Torba,East Vanualava
2025,Shelter,Household Roof Material,metal,150000,Torba,West Vanualava
2025,Shelter,Household Roof Material,metal,150000,Torba,Mota
2025,Shelter,Household Roof Material,metal,150000,Torba,East Gaua
2025,Shelter,Household Roof Material,metal,150000,Torba,West Gaua
2025,Shelter,Household Roof Material,metal,150000,Torba,Merelava
2025,Shelter,Household Roof Material,metal,150000,Sanma,Luganville
2025,Shelter,Household Roof Material,metal,150000,Sanma,North West Santo
2025,Shelter,Household Roof Material,metal,150000,Sanma,Big Bay Coast
2025,Shelter,Household Roof Material,metal,150000,Sanma,Big Bay Inland
2025,Shelter,Household Roof Material,metal,150000,Sanma,West Santo
2025,Shelter,Household Roof Material,metal,150000,Sanma,South Santo 1
2025,Shelter,Household Roof Material,metal,150000,Sanma,South Santo 2
2025,Shelter,Household Roof Material,metal,150000,Sanma,East Santo
2025,Shelter,Household Roof Material,metal,150000,Sanma,South East Santo
2025,Shelter,Household Roof Material,metal,150000,Sanma,Canal Fanafo
2025,Shelter,Household Roof Material,metal,150000,Sanma,West Malo
2025,Shelter,Household Roof Material,metal,150000,Sanma,East Malo
2025,Shelter,Household Roof Material,metal,150000,Penama,West Ambae
2025,Shelter,Household Roof Material,metal,150000,Penama,North Ambae
2025,Shelter,Household Roof Material,metal,150000,Penama,East Ambae
2025,Shelter,Household Roof Material,metal,150000,Penama,South Ambae
2025,Shelter,Household Roof Material,metal,150000,Penama,North Maewo
2025,Shelter,Household Roof Material,metal,150000,Penama,South Maewo
2025,Shelter,Household Roof Material,metal,150000,Penama,North Pentecost
2025,Shelter,Household Roof Material,metal,150000,Penama,Central Pentecost 1
2025,Shelter,Household Roof Material,metal,150000,Penama,Central Pentecost 2
2025,Shelter,Household Roof Material,metal,150000,Penama,South Pentecost
2025,Shelter,Household Roof Material,metal,150000,Malampa,North West Malekula
2025,Shelter,Household Roof Material,metal,150000,Malampa,North East Malekula
2025,Shelter,Household Roof Material,metal,150000,Malampa,Central Malekula
2025,Shelter,Household Roof Material,metal,150000,Malampa,South West Malekula
2025,Shelter,Household Roof Material,metal,150000,Malampa,South East Malekula
2025,Shelter,Household Roof Material,metal,150000,Malampa,South Malekula
2025,Shelter,Household Roof Material,metal,150000,Malampa,North Ambrym
2025,Shelter,Household Roof Material,metal,150000,Malampa,West Ambrym
2025,Shelter,Household Roof Material,metal,150000,Malampa,South East Ambrym
2025,Shelter,Household Roof Material,metal,150000,Malampa,Paama
2025,Shelter,Household Roof Material,metal,150000,Shefa,Port Vila
2025,Shelter,Household Roof Material,metal,150000,Shefa,Vermali
2025,Shelter,Household Roof Material,metal,150000,Shefa,Vermaul
2025,Shelter,Household Roof Material,metal,150000,Shefa,Varisu
2025,Shelter,Household Roof Material,metal,150000,Shefa,South Epi
2025,Shelter,Household Roof Material,metal,150000,Shefa,North Tongoa
2025,Shelter,Household Roof Material,metal,150000,Shefa,Makimae
2025,Shelter,Household Roof Material,metal,150000,Shefa,Tongariki
2025,Shelter,Household Roof Material,metal,150000,Shefa,Nguna
2025,Shelter,Household Roof Material,metal,150000,Shefa,Emau
2025,Shelter,Household Roof Material,metal,150000,Shefa,Malorua
2025,Shelter,Household Roof Material,metal,150000,Shefa,North Efate
2025,Shelter,Household Roof Material,metal,150000,Shefa,Mele
2025,Shelter,Household Roof Material,metal,150000,Shefa,Tanvasoko
2025,Shelter,Household Roof Material,metal,150000,Shefa,Ifira
2025,Shelter,Household Roof Material,metal,150000,Shefa,Pango
2025,Shelter,Household Roof Material,metal,150000,Shefa,Erakor
2025,Shelter,Household Roof Material,metal,150000,Shefa,Eratap
2025,Shelter,Household Roof Material,metal,150000,Shefa,Eton
2025,Shelter,Household Roof Material,metal,150000,Tafea,North Erromango
2025,Shelter,Household Roof Material,metal,150000,Tafea,South Erromango
2025,Shelter,Household Roof Material,metal,150000,Tafea,Aniwa
2025,Shelter,Household Roof Material,metal,150000,Tafea,North Tanna
2025,Shelter,Household Roof Material,metal,150000,Tafea,West Tanna
2025,Shelter,Household Roof Material,metal,150000,Tafea,Middle Bush Tanna
2025,Shelter,Household Roof Material,metal,150000,Tafea,South West Tanna
2025,Shelter,Household Roof Material,metal,150000,Tafea,Whitesands
2025,Shelter,Household Roof Material,metal,150000,Tafea,South Tanna
2025,Shelter,Household Roof Material,metal,150000,Tafea,Futuna
2025,Shelter,Household Roof Material,metal,150000,Tafea,Aneityum
2025,Shelter,Household Roof Material,wood,20000,Torba,Torres
2025,Shelter,Household Roof Material,wood,20000,Torba,Ureparapara
2025,Shelter,Household Roof Material,wood,20000,Torba,Motalava
2025,Shelter,Household Roof Material,wood,20000,Torba,East Vanualava
2025,Shelter,Household Roof Material,wood,20000,Torba,West Vanualava
2025,Shelter,Household Roof Material,wood,20000,Torba,Mota
2025,Shelter,Household Roof Material,wood,20000,Torba,East Gaua
2025,Shelter,Household Roof Material,wood,20000,Torba,West Gaua
2025,Shelter,Household Roof Material,wood,20000,Torba,Merelava
2025,Shelter,Household Roof Material,wood,20000,Sanma,Luganville
2025,Shelter,Household Roof Material,wood,20000,Sanma,North West Santo
2025,Shelter,Household Roof Material,wood,20000,Sanma,Big Bay Coast
2025,Shelter,Household Roof Material,wood,20000,Sanma,Big Bay Inland
2025,Shelter,Household Roof Material,wood,20000,Sanma,West Santo
2025,Shelter,Household Roof Material,wood,20000,Sanma,South Santo 1
2025,Shelter,Household Roof Material,wood,20000,Sanma,South Santo 2
2025,Shelter,Household Roof Material,wood,20000,Sanma,East Santo
2025,Shelter,Household Roof Material,wood,20000,Sanma,South East Santo
2025,Shelter,Household Roof Material,wood,20000,Sanma,Canal Fanafo
2025,Shelter,Household Roof Material,wood,20000,Sanma,West Malo
2025,Shelter,Household Roof Material,wood,20000,Sanma,East Malo
2025,Shelter,Household Roof Material,wood,20000,Penama,West Ambae
2025,Shelter,Household Roof Material,wood,20000,Penama,North Ambae
2025,Shelter,Household Roof Material,wood,20000,Penama,East Ambae
2025,Shelter,Household Roof Material,wood,20000,Penama,South Ambae
2025,Shelter,Household Roof Material,wood,20000,Penama,North Maewo
2025,Shelter,Household Roof Material,wood,20000,Penama,South Maewo
2025,Shelter,Household Roof Material,wood,20000,Penama,North Pentecost
2025,Shelter,Household Roof Material,wood,20000,Penama,Central Pentecost 1
2025,Shelter,Household Roof Material,wood,20000,Penama,Central Pentecost 2
2025,Shelter,Household Roof Material,wood,20000,Penama,South Pentecost
2025,Shelter,Household Roof Material,wood,20000,Malampa,North West Malekula
2025,Shelter,Household Roof Material,wood,20000,Malampa,North East Malekula
2025,Shelter,Household Roof Material,wood,20000,Malampa,Central Malekula
2025,Shelter,Household Roof Material,wood,20000,Malampa,South West Malekula
2025,Shelter,Household Roof Material,wood,20000,Malampa,South East Malekula
2025,Shelter,Household Roof Material,wood,20000,Malampa,South Malekula
2025,Shelter,Household Roof Material,wood,20000,Malampa,North Ambrym
2025,Shelter,Household Roof Material,wood,20000,Malampa,West Ambrym
2025,Shelter,Household Roof Material,wood,20000,Malampa,South East Ambrym
2025,Shelter,Household Roof Material,wood,20000,Malampa,Paama
2025,Shelter,Household Roof Material,wood,20000,Shefa,Port Vila
2025,Shelter,Household Roof Material,wood,20000,Shefa,Vermali
2025,Shelter,Household Roof Material,wood,20000,Shefa,Vermaul
2025,Shelter,Household Roof Material,wood,20000,Shefa,Varisu
2025,Shelter,Household Roof Material,wood,20000,Shefa,South Epi
2025,Shelter,Household Roof Material,wood,20000,Shefa,North Tongoa
2025,Shelter,Household Roof Material,wood,20000,Shefa,Makimae
2025,Shelter,Household Roof Material,wood,20000,Shefa,Tongariki
2025,Shelter,Household Roof Material,wood,20000,Shefa,Nguna
2025,Shelter,Household Roof Material,wood,20000,Shefa,Emau
2025,Shelter,Household Roof Material,wood,20000,Shefa,Malorua
2025,Shelter,Household Roof Material,wood,20000,Shefa,North Efate
2025,Shelter,Household Roof Material,wood,20000,Shefa,Mele
2025,Shelter,Household Roof Material,wood,20000,Shefa,Tanvasoko
2025,Shelter,Household Roof Material,wood,20000,Shefa,Ifira
2025,Shelter,Household Roof Material,wood,20000,Shefa,Pango
2025,Shelter,Household Roof Material,wood,20000,Shefa,Erakor
2025,Shelter,Household Roof Material,wood,20000,Shefa,Eratap
2025,Shelter,Household Roof Material,wood,20000,Shefa,Eton
2025,Shelter,Household Roof Material,wood,20000,Tafea,North Erromango
2025,Shelter,Household Roof Material,wood,20000,Tafea,South Erromango
2025,Shelter,Household Roof Material,wood,20000,Tafea,Aniwa
2025,Shelter,Household Roof Material,wood,20000,Tafea,North Tanna
2025,Shelter,Household Roof Material,wood,20000,Tafea,West Tanna
2025,Shelter,Household Roof Material,wood,20000,Tafea,Middle Bush Tanna
2025,Shelter,Household Roof Material,wood,20000,Tafea,South West Tanna
2025,Shelter,Household Roof Material,wood,20000,Tafea,Whitesands
2025,Shelter,Household Roof Material,wood,20000,Tafea,South Tanna
2025,Shelter,Household Roof Material,wood,20000,Tafea,Futuna
2025,Shelter,Household Roof Material,wood,20000,Tafea,Aneityum
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,Torres
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,Ureparapara
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,Motalava
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,East Vanualava
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,West Vanualava
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,Mota
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,East Gaua
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,West Gaua
2025,Shelter,Household Wall Material,concrete,1.50E+07,Torba,Merelava
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,Luganville
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,North West Santo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,Big Bay Coast
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,Big Bay Inland
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,West Santo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,South Santo 1
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,South Santo 2
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,East Santo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,South East Santo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,Canal Fanafo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,West Malo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Sanma,East Malo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,West Ambae
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,North Ambae
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,East Ambae
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,South Ambae
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,North Maewo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,South Maewo
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,North Pentecost
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,Central Pentecost 1
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,Central Pentecost 2
2025,Shelter,Household Wall Material,concrete,1.50E+07,Penama,South Pentecost
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,North West Malekula
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,North East Malekula
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,Central Malekula
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,South West Malekula
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,South East Malekula
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,South Malekula
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,North Ambrym
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,West Ambrym
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,South East Ambrym
2025,Shelter,Household Wall Material,concrete,1.50E+07,Malampa,Paama
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Port Vila
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Vermali
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Vermaul
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Varisu
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,South Epi
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,North Tongoa
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Makimae
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Tongariki
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Nguna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Emau
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Malorua
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,North Efate
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Mele
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Tanvasoko
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Ifira
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Pango
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Erakor
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Eratap
2025,Shelter,Household Wall Material,concrete,1.50E+07,Shefa,Eton
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,North Erromango
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,South Erromango
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,Aniwa
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,North Tanna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,West Tanna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,Middle Bush Tanna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,South West Tanna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,Whitesands
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,South Tanna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,Futuna
2025,Shelter,Household Wall Material,concrete,1.50E+07,Tafea,Aneityum
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,Torres
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,Ureparapara
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,Motalava
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,East Vanualava
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,West Vanualava
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,Mota
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,East Gaua
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,West Gaua
2025,Shelter,Household Wall Material,metal,2.00E+06,Torba,Merelava
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,Luganville
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,North West Santo
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,Big Bay Coast
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,Big Bay Inland
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,West Santo
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,South Santo 1
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,South Santo 2
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,East Santo
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,South East Santo
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,Canal Fanafo
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,West Malo
2025,Shelter,Household Wall Material,metal,2.00E+06,Sanma,East Malo
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,West Ambae
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,North Ambae
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,East Ambae
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,South Ambae
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,North Maewo
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,South Maewo
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,North Pentecost
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,Central Pentecost 1
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,Central Pentecost 2
2025,Shelter,Household Wall Material,metal,2.00E+06,Penama,South Pentecost
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,North West Malekula
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,North East Malekula
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,Central Malekula
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,South West Malekula
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,South East Malekula
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,South Malekula
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,North Ambrym
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,West Ambrym
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,South East Ambrym
2025,Shelter,Household Wall Material,metal,2.00E+06,Malampa,Paama
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Port Vila
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Vermali
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Vermaul
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Varisu
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,South Epi
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,North Tongoa
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Makimae
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Tongariki
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Nguna
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Emau
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Malorua
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,North Efate
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Mele
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Tanvasoko
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Ifira
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Pango
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Erakor
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Eratap
2025,Shelter,Household Wall Material,metal,2.00E+06,Shefa,Eton
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,North Erromango
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,South Erromango
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,Aniwa
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,North Tanna
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,West Tanna
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,Middle Bush Tanna
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,South West Tanna
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,Whitesands
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,South Tanna
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,Futuna
2025,Shelter,Household Wall Material,metal,2.00E+06,Tafea,Aneityum
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,Torres
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,Ureparapara
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,Motalava
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,East Vanualava
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,West Vanualava
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,Mota
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,East Gaua
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,West Gaua
2025,Shelter,Household Wall Material,wood,5.00E+05,Torba,Merelava
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,Luganville
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,North West Santo
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,Big Bay Coast
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,Big Bay Inland
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,West Santo
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,South Santo 1
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,South Santo 2
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,East Santo
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,South East Santo
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,Canal Fanafo
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,West Malo
2025,Shelter,Household Wall Material,wood,5.00E+05,Sanma,East Malo
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,West Ambae
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,North Ambae
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,East Ambae
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,South Ambae
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,North Maewo
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,South Maewo
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,North Pentecost
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,Central Pentecost 1
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,Central Pentecost 2
2025,Shelter,Household Wall Material,wood,5.00E+05,Penama,South Pentecost
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,North West Malekula
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,North East Malekula
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,Central Malekula
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,South West Malekula
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,South East Malekula
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,South Malekula
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,North Ambrym
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,West Ambrym
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,South East Ambrym
2025,Shelter,Household Wall Material,wood,5.00E+05,Malampa,Paama
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Port Vila
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Vermali
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Vermaul
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Varisu
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,South Epi
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,North Tongoa
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Makimae
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Tongariki
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Nguna
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Emau
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Malorua
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,North Efate
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Mele
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Tanvasoko
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Ifira
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Pango
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Erakor
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Eratap
2025,Shelter,Household Wall Material,wood,5.00E+05,Shefa,Eton
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,North Erromango
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,South Erromango
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,Aniwa
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,North Tanna
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,West Tanna
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,Middle Bush Tanna
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,South West Tanna
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,Whitesands
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,South Tanna
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,Futuna
2025,Shelter,Household Wall Material,wood,5.00E+05,Tafea,Aneityum
2025,Shelter,Household Appliances,freezer,120000,Torba,Torres
2025,Shelter,Household Appliances,freezer,120000,Torba,Ureparapara
2025,Shelter,Household Appliances,freezer,120000,Torba,Motalava
2025,Shelter,Household Appliances,freezer,120000,Torba,East Vanualava
2025,Shelter,Household Appliances,freezer,120000,Torba,West Vanualava
2025,Shelter,Household Appliances,freezer,120000,Torba,Mota
2025,Shelter,Household Appliances,freezer,120000,Torba,East Gaua
2025,Shelter,Household Appliances,freezer,120000,Torba,West Gaua
2025,Shelter,Household Appliances,freezer,120000,Torba,Merelava
2025,Shelter,Household Appliances,freezer,120000,Sanma,Luganville
2025,Shelter,Household Appliances,freezer,120000,Sanma,North West Santo
2025,Shelter,Household Appliances,freezer,120000,Sanma,Big Bay Coast
2025,Shelter,Household Appliances,freezer,120000,Sanma,Big Bay Inland
2025,Shelter,Household Appliances,freezer,120000,Sanma,West Santo
2025,Shelter,Household Appliances,freezer,120000,Sanma,South Santo 1
2025,Shelter,Household Appliances,freezer,120000,Sanma,South Santo 2
2025,Shelter,Household Appliances,freezer,120000,Sanma,East Santo
2025,Shelter,Household Appliances,freezer,120000,Sanma,South East Santo
2025,Shelter,Household Appliances,freezer,120000,Sanma,Canal Fanafo
2025,Shelter,Household Appliances,freezer,120000,Sanma,West Malo
